Age,Height_cm,Weight_kg,Training_Intensity,Training_Hours_Per_Week,Recovery_Days_Per_Week,Match_Count_Per_Week,Rest_Between_Events_Days,Fatigue_Score,Performance_Score,Team_Contribution_Score,Load_Balance_Score,ACL_Risk_Score,Gender_Female,Gender_Male,Position_Center,Position_Forward,Position_Guard,sleep_hours,sleep_quality,sleep_deficit,meals_per_day,hydration_liters,Injury_Indicator
1.1385876700501418,0.6089037066787916,1.1240393767120362,-0.09398385551163997,-1.529097503492954,1.8870509566550915,-1.104162326160183,1.6554654492494056,-1.2737804191819684,-0.2317409190291237,-0.5834073062736004,1.2011555325031475,-1.2949531463222614,1.0217416718310184,-0.6900655593423541,-0.4856751987399567,-0.6396021490668313,1.6837611310372242,2.025647515068599,2.2003153622401537,-1.1457417987250558,-1.0794594138022657,-1.6899261400549972,0
1.7063552481448512,-0.5932838858086616,1.0292224496968714,0.3721760678260952,1.7647624193987723,0.5870825198482508,-0.16851680148686168,-1.0279033835208728,-1.7105051343300717,1.6922060070221114,-1.6006102694717623,-0.16164998207152476,-1.16581654447295,-0.978720969859186,1.449137674618944,2.0589892228271403,-0.6396021490668313,-0.5939084716749482,1.1872949370921038,0.5812435757269229,-1.1457417987250558,1.2416903083621436,1.5060871812885215,0
1.7063552481448512,-0.49310158643470725,-0.10858067448510783,1.3044959145015655,0.24451937806412935,0.5870825198482508,-0.16851680148686168,1.6554654492494056,-2.147229849478175,0.36024275052510246,1.3056839110944147,-0.16164998207152476,-1.2088620784227204,1.0217416718310184,-0.6900655593423541,-0.4856751987399567,-0.6396021490668313,1.6837611310372242,1.8160593705744759,0.6824355623839999,-1.1457417987250558,1.2416903083621436,0.3555223856048549,0
0.003052513860723484,-2.096018376417978,-1.4360176526974169,0.3721760678260952,0.24451937806412935,0.5870825198482508,-1.104162326160183,-1.0279033835208728,0.036393726262341816,0.508238667913659,-0.5834073062736004,1.0308048431813135,-0.8644978068245568,1.0217416718310184,-0.6900655593423541,-0.4856751987399567,-0.6396021490668313,1.6837611310372242,1.5016771538332894,0.12587963577007702,-1.1457417987250558,1.2416903083621436,0.3555223856048549,0
0.003052513860723484,-1.8956537776700695,0.9344055226817064,0.3721760678260952,-1.022349823048073,-0.71288591695859,-1.104162326160183,0.31378103286426645,-1.2737804191819684,0.6562345853022156,-0.2201205337028282,1.2011555325031475,-0.7784067389250159,-0.978720969859186,1.449137674618944,2.0589892228271403,-0.6396021490668313,-0.5939084716749482,1.8160593705744759,-1.0884242041148462,-1.1457417987250558,0.08111544727993895,-1.0507234757862933,0
-1.1324826423286949,0.40853910793088266,-0.10858067448510783,0.3721760678260952,-1.2757236632705136,0.5870825198482508,-1.104162326160183,-1.0279033835208728,0.9098431565585485,-0.4537347951119585,-0.7287220153019092,0.7752788091985625,0.426868211668557,-0.978720969859186,-0.6900655593423541,-0.4856751987399567,1.5634719199411433,-0.5939084716749482,-1.118174652343259,1.3291253487360677,1.4047367181720811,-1.0794594138022657,-1.2847496778792407,1
0.5708200919554327,-1.795471478296115,-0.48784838254576757,-0.09398385551163997,-0.2622283023807516,0.5870825198482508,0.7671287231864596,-1.0279033835208728,-1.2737804191819684,-1.8596960103032456,0.9423971385236427,0.6901034645376455,-0.8214522728747864,-0.978720969859186,1.449137674618944,2.0589892228271403,-0.6396021490668313,-0.5939084716749482,1.0825008648450412,0.6824355623839999,-1.1457417987250558,-2.2400342748844704,0.09984131989737317,0
1.7063552481448512,-1.595106879548206,1.3136732307423662,-0.5601437788493752,0.4978932182865698,1.8870509566550915,-0.16851680148686168,-1.0279033835208728,0.4731184414104452,-1.6377021342204108,-0.2201205337028282,0.6901034645376455,-0.9505888747240978,-0.978720969859186,1.449137674618944,2.0589892228271403,-0.6396021490668313,-0.5939084716749482,-0.4894102188608878,1.9473353955974615,0.3845453114132264,-2.2400342748844704,0.3555223856048549,0
-1.1324826423286949,0.2081745091829738,0.2706870335755519,-0.5601437788493752,-0.2622283023807516,-0.71288591695859,-1.104162326160183,0.31378103286426645,0.9098431565585485,0.8042305026907721,-1.6006102694717623,0.26422674123306034,0.5560048135178683,1.0217416718310184,-0.6900655593423541,-0.4856751987399567,-0.6396021490668313,-0.5939084716749482,-1.0609062296327563,0.45902726970103824,1.311816779294007,1.2416903083621436,-0.2773751872102829,1
0.003052513860723484,0.8092683054267005,0.5551378146210467,0.8383359911638304,1.5113885791763317,-0.71288591695859,0.7671287231864596,0.31378103286426645,0.9098431565585485,-0.601730712500515,1.0877118475519516,-1.865156875289865,1.5030065604128184,-0.978720969859186,-0.6900655593423541,-0.4856751987399567,-0.6396021490668313,1.6837611310372242,-0.7389246856226593,-0.9438711335923435,0.7893909122411159,0.08111544727993895,1.3112592791318898,1
